Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Wing,Aluminum,35,New,Asia,Bombardier,A320,Automotive Components,168,165,6302,581,832,34,1186,413,93.240750652915,4.36885414911485,1.51704537261613,0.198208973940278,92.3173083844852,27.3673626398144,3,5721,798,773,2.85180877649872,19.8208973940278,92.3173083844852
Avionics,Aluminum,15,Used,Asia,Boeing,737,Furniture,713,170,1990,908,741,147,2178,100,88.5829492173858,2.99463674619313,1.72668853172439,0.883090457822681,95.710797248105,73.390875661009,543,1082,594,2078,1.26794821446874,88.3090457822681,95.710797248105
Wing,Steel,30,New,Asia,Gulfstream,E175,Furniture,411,36,6512,593,724,178,4045,464,93.1668900818958,5.76400630162596,4.08843870051192,0.749853847800629,49.9654127217365,93.5712234440445,375,5919,546,3581,1.67556760111403,74.9853847800629,49.9654127217365
Wing,Titanium,42,Used,Europe,Embraer,CRJ900,Furniture,693,168,7387,486,960,105,872,457,77.9638390685073,9.85391914279885,2.57233457326502,0.184435676923889,89.9908288945877,38.668884632256,525,6901,855,415,7.28158456953383,18.4435676923889,89.9908288945877
Fuselage,Aluminum,48,New,Asia,Bombardier,CRJ900,Art Installations,141,80,4603,267,288,104,2087,121,52.9249687491758,5.27323386213112,4.65987856564417,0.17475939722994,30.3974405036427,86.4690478427498,61,4336,184,1966,0.613355296486949,17.475939722994,30.3974405036427
Avionics,Titanium,49,New,Asia,Cessna,CRJ900,Furniture,764,25,5473,430,616,162,2120,145,82.3168895990902,5.44223212551002,2.22959173736901,0.0239944437417334,11.4375689264858,75.6331295900329,739,5043,454,1975,3.212640388141,2.39944437417334,11.4375689264858
Landing Gear,Steel,6,Used,South America,Airbus,Citation X,Automotive Components,327,189,9473,473,210,130,4234,364,56.3743758314354,8.88030887211531,1.02023152264274,0.00574112583826325,29.2678514941157,56.098723372242,138,9000,80,3870,7.86007734947257,0.574112583826325,29.2678514941157
Fuselage,Titanium,5,Used,Europe,Gulfstream,737,Aircraft Maintenance,728,164,1504,294,989,100,1642,122,51.3580801133705,4.96611337268151,1.46495023273828,0.397412950262816,59.5114028858044,42.5453205380853,564,1210,889,1520,3.50116313994323,39.7412950262816,59.5114028858044
Engine,Steel,42,Used,North America,Bombardier,Citation X,Furniture,994,95,8285,335,455,175,2589,174,67.8533536098354,4.8326759139554,1.40046087392611,0.977521186310731,17.0958576781538,56.1313393995822,899,7950,280,2415,3.43221504002928,97.7521186310731,17.0958576781538
Avionics,Steel,13,New,North America,Bombardier,G650,Building Materials,143,22,3966,840,630,85,4280,494,83.7132185590695,6.79028510307097,1.49132623856294,0.488346897147476,67.1076457116275,91.0527854530254,121,3126,545,3786,5.29895886450802,48.8346897147476,67.1076457116275
Avionics,Steel,13,Used,Asia,Bombardier,A320,Furniture,791,134,2974,817,946,64,3596,414,68.799259925102,6.52123247991248,1.59113592474666,0.455594176924255,49.0161337906515,85.9556125832579,657,2157,882,3182,4.93009655516581,45.5594176924255,49.0161337906515
Fuselage,Composite,46,New,South America,Airbus,G650,Building Materials,677,187,3099,880,996,39,3316,377,76.0030433130915,4.53464572648201,3.43496859745054,0.0232698484023868,44.673837632601,25.5377724428837,490,2219,957,2939,1.09967712903146,2.32698484023868,44.673837632601
Avionics,Titanium,40,Used,Australia,Gulfstream,737,Aircraft Maintenance,187,73,4614,364,373,79,3628,223,71.2552794496572,6.13498688223932,1.97086772764611,0.673078838020306,28.7349171220067,35.0615914000541,114,4250,294,3405,4.1641191545932,67.3078838020306,28.7349171220067
Fuselage,Composite,13,Used,North America,Boeing,Citation X,Art Installations,427,65,5869,585,741,197,3093,150,62.0696436093046,7.20559161313152,2.6316583834976,0.264897696522908,48.5076811579733,87.7336719158075,362,5284,544,2943,4.57393322963392,26.4897696522908,48.5076811579733
Engine,Aluminum,2,Used,Australia,Airbus,CRJ900,Automotive Components,178,98,3950,438,634,97,4765,114,68.7655309904332,1.11133579643128,3.38785089344334,0.903243771285653,95.7687157202669,51.9204591797227,80,3512,537,4651,-2.27651509701206,90.3243771285653,95.7687157202669
Wing,Titanium,33,New,Australia,Bombardier,737,Furniture,584,96,8897,803,531,41,2783,109,56.0481935044848,2.33328115755622,3.84618636133187,0.135081820995513,6.16548295099574,69.57963931503,488,8094,490,2674,-1.51290520377565,13.5081820995513,6.16548295099574
Landing Gear,Aluminum,38,Used,South America,Airbus,A320,Art Installations,903,132,3711,684,702,76,1794,103,89.6376259691463,7.59991915411834,1.30753721887073,0.399367864267877,29.2992136058758,88.3280843549411,771,3027,626,1691,6.2923819352476,39.9367864267877,29.2992136058758
Landing Gear,Composite,37,New,North America,Bombardier,Citation X,Automotive Components,637,85,2509,980,612,150,2955,245,68.999373144836,1.48705675926295,3.9894934063474,0.790654396196546,48.7321841182071,11.9726439196144,552,1529,462,2710,-2.50243664708444,79.0654396196546,48.7321841182071
Wing,Titanium,28,New,Africa,Cessna,G650,Art Installations,838,125,3024,907,757,121,2325,176,63.7490642488698,3.23620749159235,4.7400542454178,0.720456732794949,76.7246185137777,93.7104789620345,713,2117,636,2149,-1.50384675382545,72.0456732794949,76.7246185137777
Engine,Steel,49,Used,Asia,Gulfstream,CRJ900,Building Materials,208,172,6105,233,785,60,4638,362,93.1550545996834,2.08455382682731,4.93623985602381,0.705940624342096,51.7693510189788,69.4584721543892,36,5872,725,4276,-2.8516860291965,70.5940624342096,51.7693510189788
Wing,Aluminum,37,Used,Africa,Cessna,737,Building Materials,618,103,9841,868,728,196,1238,339,54.0449833206845,3.1904546566378,2.57102053806478,0.850626931911698,42.4446434476784,54.7471527650289,515,8973,532,899,0.61943411857302,85.0626931911698,42.4446434476784
Fuselage,Steel,19,New,Europe,Bombardier,Citation X,Furniture,730,88,3396,465,337,192,1477,477,54.3554521264506,1.67917689677208,3.68349133711902,0.938901012042195,51.9486621423946,17.9448520268443,642,2931,145,1000,-2.00431444034693,93.8901012042195,51.9486621423946
Engine,Aluminum,35,New,South America,Bombardier,737,Aircraft Maintenance,679,163,9011,877,505,196,4808,300,73.6773280034089,2.21122489977872,1.71014476672068,0.563556733292947,36.8963315187413,53.8586039843412,516,8134,309,4508,0.501080133058036,56.3556733292947,36.8963315187413
Fuselage,Titanium,33,Used,South America,Boeing,CRJ900,Building Materials,356,111,9548,207,618,45,1167,376,61.18101616933,4.64915986461527,4.39990325640464,0.0344971295752264,91.3736041346742,66.1491073448711,245,9341,573,791,0.249256608210633,3.44971295752264,91.3736041346742
Avionics,Titanium,42,Used,South America,Bombardier,E175,Furniture,245,171,7635,319,598,64,4886,332,74.3930794853736,5.47617552019741,2.51139647267982,0.835129171697711,57.0049935169705,89.2413386908197,74,7316,534,4554,2.96477904751758,83.5129171697711,57.0049935169705
Wing,Composite,34,Used,Europe,Airbus,E175,Aircraft Maintenance,254,178,6564,218,741,120,1407,458,57.5164413960175,7.88113525589806,4.28867358519435,0.538680062284472,2.90900035189845,19.1966631542118,76,6346,621,949,3.59246167070371,53.8680062284472,2.90900035189845
Wing,Titanium,35,Used,Europe,Bombardier,A320,Building Materials,552,22,2350,724,312,165,3704,449,59.9186929679812,7.11530621970971,1.26229359497984,0.605408494958617,67.6619538321574,68.8532265530796,530,1626,147,3255,5.85301262472986,60.5408494958617,67.6619538321574
Engine,Steel,27,New,Australia,Bombardier,A320,Building Materials,339,147,6050,358,873,21,4654,369,72.6607888217872,7.52597197338694,1.53676176760397,0.0471461902103887,40.0426142393423,32.1270782163682,192,5692,852,4285,5.98921020578297,4.71461902103888,40.0426142393423
Avionics,Aluminum,0,New,Asia,Bombardier,A320,Building Materials,485,192,2898,777,592,143,2989,390,62.3423391604397,4.11625408874661,4.58671065288128,0.115758166906401,83.6588836409457,10.9190878677826,293,2121,449,2599,-0.470456564134671,11.5758166906401,83.6588836409457
Avionics,Steel,22,Used,Asia,Airbus,A320,Furniture,277,177,8234,309,343,130,1174,403,58.6951311098332,9.77670333553423,2.73690138498002,0.573337562376854,66.4246831330975,0.66731863577546,100,7925,213,771,7.0398019505542,57.3337562376854,66.4246831330975
Landing Gear,Aluminum,39,Used,Africa,Airbus,A320,Automotive Components,113,38,8303,505,702,189,4546,106,88.5876733625217,1.28115158859505,1.58832370486156,0.460598247395008,44.1188536187978,73.1471180482542,75,7798,513,4440,-0.307172116266503,46.0598247395008,44.1188536187978
Avionics,Composite,14,New,North America,Embraer,Citation X,Furniture,331,67,5141,742,827,99,2630,344,52.0262916170326,2.81038895004197,3.5729527207038,0.642472482232015,8.07618149712843,81.3290490127052,264,4399,728,2286,-0.762563770661836,64.2472482232015,8.07618149712843
Wing,Titanium,19,Used,South America,Boeing,737,Art Installations,173,96,2654,253,686,116,3447,258,90.57679521194,1.20944302912839,1.17570127950382,0.284999454296058,87.663635490221,82.6576962167242,77,2401,570,3189,0.0337417496245655,28.4999454296058,87.663635490221
Engine,Titanium,1,Used,Africa,Cessna,E175,Art Installations,441,45,2262,745,189,142,2939,344,69.0353629751746,3.65969535948373,1.89001726936678,0.932575637101218,40.4990812913484,18.6905932447433,396,1517,47,2595,1.76967809011695,93.2575637101218,40.4990812913484
Fuselage,Steel,41,Used,North America,Cessna,Citation X,Aircraft Maintenance,787,170,6675,820,189,22,3693,191,75.877006013358,1.53289264697815,1.95692776800902,0.355484573459986,7.37934199305036,66.2013863932773,617,5855,167,3502,-0.424035121030874,35.5484573459986,7.37934199305036
Landing Gear,Aluminum,1,New,North America,Bombardier,A320,Aircraft Maintenance,770,85,4516,985,835,119,4407,401,89.8110462619773,6.19454190778068,1.55140431521431,0.531176006573818,13.7208379371995,85.2925445040326,685,3531,716,4006,4.64313759256636,53.1176006573818,13.7208379371995
Wing,Titanium,34,New,Asia,Airbus,737,Furniture,465,153,2064,953,733,181,1483,240,87.9449426459936,7.63370323729667,2.49850873456644,0.202193264014476,38.48560343779,38.3485071377251,312,1111,552,1243,5.13519450273022,20.2193264014476,38.48560343779
Fuselage,Composite,19,New,Australia,Boeing,737,Automotive Components,665,161,5006,936,836,80,2094,305,60.8005997061385,9.35563700256583,2.73683775478429,0.77683440607285,3.96554935263,71.749159520438,504,4070,756,1789,6.61879924778154,77.683440607285,3.96554935263
Landing Gear,Aluminum,33,Used,South America,Boeing,A320,Building Materials,348,80,6207,255,494,107,3606,400,92.5842065855186,2.44387610317361,1.07406144439874,0.947234038926041,15.591987166345,15.7286755789729,268,5952,387,3206,1.36981465877487,94.7234038926041,15.591987166345
Fuselage,Aluminum,22,New,Europe,Cessna,737,Art Installations,897,93,9138,517,270,38,3431,487,85.1155255005667,4.74309455733062,4.49725531754615,0.314614490365464,38.6783433560439,85.9566388219832,804,8621,232,2944,0.245839239784466,31.4614490365464,38.6783433560439
Avionics,Titanium,34,Used,Asia,Boeing,737,Furniture,994,157,1478,445,173,66,4759,244,88.9015866370355,7.53931774514957,1.0030698293414,0.625101052340166,87.8822704486178,71.7303481145314,837,1033,107,4515,6.53624791580817,62.5101052340166,87.8822704486178
Engine,Titanium,19,Used,Australia,Airbus,Citation X,Furniture,672,197,2842,429,540,167,3336,486,85.742300124212,2.74125254257572,3.19236087451274,0.130875641089779,71.4368009984533,78.9860945457074,475,2413,373,2850,-0.451108331937017,13.0875641089779,71.4368009984533
Fuselage,Titanium,9,Used,Australia,Embraer,A320,Building Materials,513,135,1054,838,943,154,801,265,66.6092254035216,8.18722690402246,3.28420941270538,0.734364664721474,15.4459082595646,33.129570038968,378,216,789,536,4.90301749131708,73.4364664721474,15.4459082595646
Landing Gear,Titanium,49,Used,Europe,Embraer,E175,Automotive Components,785,148,2820,728,197,84,1338,495,69.629493800285,2.92638382996406,1.5140327529486,0.567299348583711,54.8962482615906,93.7457933787845,637,2092,113,843,1.41235107701545,56.7299348583711,54.8962482615906
Avionics,Steel,29,Used,Africa,Gulfstream,G650,Building Materials,716,195,2144,556,339,22,3602,131,68.4655351495172,8.7192420434424,4.32491510731365,0.323708931440678,1.12761082856487,18.7356007645952,521,1588,317,3471,4.39432693612874,32.3708931440678,1.12761082856487
Fuselage,Titanium,38,New,Europe,Cessna,CRJ900,Building Materials,237,59,4545,683,985,92,4685,370,89.669160972656,8.43140871993214,2.42622148047017,0.361239309222116,90.386790426703,22.5092810708367,178,3862,893,4315,6.00518723946197,36.1239309222116,90.386790426703
Fuselage,Titanium,0,Used,Europe,Bombardier,G650,Art Installations,694,44,8676,733,714,35,1060,293,71.5904301232105,1.48330058236991,2.08961886592169,0.618095476072887,60.8910947985643,53.6139615550795,650,7943,679,767,-0.60631828355178,61.8095476072887,60.8910947985643
Wing,Aluminum,9,New,Australia,Airbus,CRJ900,Art Installations,329,78,8111,691,620,187,3163,155,57.777936961115,4.48120860781875,1.29044747354231,0.618435247625537,34.3712700295269,77.9642933041109,251,7420,433,3008,3.19076113427644,61.8435247625537,34.3712700295269
Wing,Titanium,9,Used,Europe,Airbus,A320,Aircraft Maintenance,860,51,9879,722,325,104,3827,329,75.3382112064301,9.68589398026397,1.04422350325387,0.106810504739316,32.9310935000159,75.580597132534,809,9157,221,3498,8.64167047701009,10.6810504739316,32.9310935000159
Engine,Steel,40,Used,Africa,Gulfstream,G650,Building Materials,779,161,3602,457,606,141,1428,200,86.7361634083964,4.32869689655024,1.04697081291756,0.644829633511564,66.8936223392776,47.7525029362701,618,3145,465,1228,3.28172608363268,64.4829633511564,66.8936223392776
Avionics,Aluminum,33,Used,Australia,Boeing,CRJ900,Automotive Components,192,124,4861,239,680,98,2054,242,92.5313358433676,1.36763075499078,1.9860006999549,0.398776998232687,27.203979616791,39.214870877091,68,4622,582,1812,-0.618369944964123,39.8776998232687,27.203979616791
Engine,Composite,21,New,Africa,Gulfstream,Citation X,Automotive Components,833,191,2965,575,822,63,3692,249,78.6410149090303,2.6728067881958,1.7645009563424,0.10682885926618,4.40282191756849,59.5641060119026,642,2390,759,3443,0.908305831853402,10.682885926618,4.40282191756849
Wing,Titanium,20,Used,South America,Bombardier,737,Automotive Components,338,120,6518,546,962,196,2192,229,70.0706805622636,2.30642547949371,3.67778351979707,0.88128949657098,36.8237338525663,99.415562862969,218,5972,766,1963,-1.37135804030336,88.128949657098,36.8237338525663
Landing Gear,Aluminum,9,Used,North America,Boeing,A320,Art Installations,689,61,8372,480,310,104,2814,475,53.2247978137044,2.78904630765846,3.4471682647728,0.0867086930467651,62.1701850880271,23.4325735409383,628,7892,206,2339,-0.658121957114343,8.67086930467651,62.1701850880271
Avionics,Steel,42,Used,Australia,Bombardier,A320,Art Installations,792,38,7750,393,100,59,1490,171,63.3713301637307,1.78307125329108,1.80140361818402,0.693881587898595,77.9455252880638,38.0427793064834,754,7357,41,1319,-0.0183323648929474,69.3881587898595,77.9455252880638
Landing Gear,Steel,20,Used,Asia,Boeing,Citation X,Building Materials,869,31,2869,514,378,194,1560,135,53.7651953934834,5.1791618212653,2.97648072595654,0.186510537636095,41.1505664967748,96.156440019775,838,2355,184,1425,2.20268109530876,18.6510537636095,41.1505664967748
Wing,Titanium,15,New,Australia,Embraer,E175,Art Installations,788,151,5026,235,170,148,1345,327,82.1350289693368,3.96922417308753,1.79603410439019,0.738535295710838,21.6156937945635,38.0604915427827,637,4791,22,1018,2.17319006869733,73.8535295710838,21.6156937945635
Wing,Steel,35,New,South America,Boeing,CRJ900,Furniture,665,57,6956,864,536,88,2368,491,63.8734400852625,9.53868917905797,1.48181935940145,0.133770600296477,96.9687710526843,4.48807521701239,608,6092,448,1877,8.05686981965652,13.3770600296477,96.9687710526843
Wing,Titanium,29,New,South America,Boeing,CRJ900,Automotive Components,946,69,1217,250,496,168,4177,138,67.1044949940769,9.95306926223705,2.91948999165657,0.335306186996548,23.7642643935234,68.5943040531721,877,967,328,4039,7.03357927058047,33.5306186996548,23.7642643935234
Fuselage,Titanium,23,New,Europe,Cessna,CRJ900,Building Materials,465,129,8946,958,165,39,878,129,53.9743333761256,5.21411363138441,1.96282825950368,0.747688062902256,61.7598438193029,68.9924887413861,336,7988,126,749,3.25128537188072,74.7688062902256,61.7598438193029
Engine,Aluminum,28,New,Australia,Boeing,E175,Building Materials,962,115,4834,595,153,134,3925,212,67.7621459516239,8.06866153198804,2.98915315082697,0.877308540934828,97.7464931935693,47.7336464628497,847,4239,19,3713,5.07950838116106,87.7308540934828,97.7464931935693
Avionics,Composite,49,New,Africa,Airbus,A320,Aircraft Maintenance,400,169,9592,343,811,121,2657,469,64.6425275285928,9.90605262692859,3.1898110221203,0.416284676481357,45.4360339978944,66.7716253488336,231,9249,690,2188,6.71624160480828,41.6284676481357,45.4360339978944
Wing,Steel,9,New,Africa,Embraer,737,Building Materials,822,132,3729,788,392,134,2772,330,87.0760730043686,7.75115512170329,2.45816382332751,0.433140492792599,35.9088826186459,0.468036574242824,690,2941,258,2442,5.29299129837577,43.3140492792599,35.9088826186459
Engine,Titanium,5,Used,Europe,Boeing,A320,Furniture,292,178,3766,798,153,147,4242,304,70.5541081679753,6.21892296346504,2.04094607389032,0.913269958663057,40.590133501422,34.4528992192645,114,2968,6,3938,4.17797688957472,91.3269958663057,40.590133501422
Fuselage,Titanium,19,Used,Australia,Airbus,G650,Aircraft Maintenance,144,137,8918,728,145,35,4924,406,75.943464840435,3.59704569285774,4.09190054831698,0.0456049483673877,47.6779935767707,68.5638408811045,7,8190,110,4518,-0.494854855459236,4.56049483673877,47.6779935767707
Landing Gear,Aluminum,9,Used,South America,Boeing,737,Furniture,997,75,8811,347,928,138,4666,131,54.4187859931108,8.17513282515115,4.03128539689593,0.0135830401726171,1.86238333879021,53.6440205671662,922,8464,790,4535,4.14384742825522,1.35830401726171,1.86238333879021
Avionics,Titanium,1,New,Asia,Cessna,Citation X,Automotive Components,760,124,6653,809,496,82,4970,332,51.5529550976489,3.36446791369882,1.47992386940127,0.164994139391113,96.8203933752146,14.7149651972143,636,5844,414,4638,1.88454404429755,16.4994139391113,96.8203933752146
Engine,Aluminum,25,Used,Australia,Bombardier,Citation X,Aircraft Maintenance,787,51,5687,255,591,141,4688,484,79.4530956229365,3.19789084530058,3.22626308747519,0.807207644150325,93.7909189130986,35.5078074709618,736,5432,450,4204,-0.0283722421746097,80.7207644150325,93.7909189130986
Wing,Steel,22,New,Europe,Boeing,A320,Automotive Components,546,35,7340,315,802,117,3613,220,60.4738798255503,5.4375963899893,1.04740199466122,0.785952200349635,31.6164603177702,98.073078415128,511,7025,685,3393,4.39019439532807,78.5952200349635,31.6164603177702
Avionics,Titanium,15,New,Europe,Embraer,CRJ900,Aircraft Maintenance,225,194,7232,878,300,198,3955,472,73.4374255410936,6.14178357475613,2.33936348081189,0.949457255840946,32.3589558043931,36.5132303619361,31,6354,102,3483,3.80242009394423,94.9457255840946,32.3589558043931
Landing Gear,Aluminum,26,New,Asia,Gulfstream,CRJ900,Building Materials,960,57,3908,512,239,179,1308,119,90.163193735472,5.88102690036117,1.44543831774899,0.278705247341602,71.2693289869863,19.8033666184433,903,3396,60,1189,4.43558858261217,27.8705247341602,71.2693289869863
Engine,Aluminum,7,Used,Asia,Airbus,G650,Building Materials,146,184,7967,832,208,134,4875,412,60.7692505370895,4.73763913100194,4.92290749752832,0.723918653489405,9.51856191934979,25.0187447646684,-38,7135,74,4463,-0.18526836652638,72.3918653489405,9.51856191934979
Engine,Composite,17,New,Australia,Airbus,A320,Art Installations,974,42,2132,665,362,108,4801,275,67.6397337806284,9.0043837590608,2.15054675360962,0.303622730385259,46.7031632905372,2.18657750844905,932,1467,254,4526,6.85383700545118,30.3622730385259,46.7031632905372
Fuselage,Titanium,1,Used,Asia,Airbus,E175,Art Installations,501,51,5324,546,574,181,3440,398,82.2393123698465,6.2465538941187,1.44622053315572,0.356571833617106,28.8965909602648,26.7631094344489,450,4778,393,3042,4.80033336096297,35.6571833617106,28.8965909602648
Avionics,Titanium,49,New,Australia,Gulfstream,G650,Aircraft Maintenance,769,153,4115,700,755,47,1100,220,74.0130191526351,8.20113059408706,1.06336472544829,0.854563482416514,16.1334053388755,59.9347162984861,616,3415,708,880,7.13776586863876,85.4563482416515,16.1334053388755
Landing Gear,Titanium,26,Used,North America,Embraer,G650,Art Installations,484,84,2112,431,228,103,2708,201,68.6341259089255,4.53606727680397,4.96187378267242,0.0427093584610254,30.4775858981068,50.7617061338196,400,1681,125,2507,-0.425806505868447,4.27093584610254,30.4775858981068
Landing Gear,Titanium,38,Used,Australia,Boeing,737,Aircraft Maintenance,277,118,3469,580,574,34,4569,206,66.9899778028647,9.97412951473547,1.94873743579916,0.543597949531492,97.8879287209325,76.4615124252032,159,2889,540,4363,8.02539207893631,54.3597949531492,97.8879287209325
Wing,Steel,39,New,South America,Embraer,CRJ900,Automotive Components,178,168,1001,506,693,60,1587,266,82.3934449738914,9.34121440066742,3.70140750694156,0.839756268631702,76.5390570387797,60.9302220052814,10,495,633,1321,5.63980689372586,83.9756268631702,76.5390570387797
Engine,Titanium,10,New,South America,Embraer,A320,Furniture,258,138,1406,297,449,149,985,456,61.9178828786808,5.7004245468557,1.4750739376635,0.320396927783526,5.66501370119065,4.49795178350975,120,1109,300,529,4.22535060919219,32.0396927783526,5.66501370119065
Engine,Steel,39,Used,Asia,Boeing,E175,Aircraft Maintenance,180,85,3389,640,129,163,1225,334,78.4032027790752,9.61481623532841,2.70216416527577,0.0412939773920086,54.9947753943612,87.8507243147441,95,2749,-34,891,6.91265207005263,4.12939773920086,54.9947753943612
Fuselage,Aluminum,24,New,Asia,Boeing,E175,Aircraft Maintenance,828,172,3577,483,358,111,1326,236,73.9225097753339,8.81241844690948,1.80800622711416,0.430256730332442,64.3084991434812,87.9991804951786,656,3094,247,1090,7.00441221979532,43.0256730332442,64.3084991434812
Wing,Steel,37,New,Asia,Cessna,CRJ900,Automotive Components,175,108,3659,817,886,81,1036,457,70.1959752166538,2.93517378898819,4.17784977032322,0.60740262073158,12.8726001554877,40.9042807865297,67,2842,805,579,-1.24267598133502,60.740262073158,12.8726001554877
Landing Gear,Steel,23,Used,Australia,Airbus,A320,Aircraft Maintenance,751,120,9075,738,624,125,4756,449,57.5437694736983,2.85832904391776,2.01467865029643,0.0837150034719771,14.6286112289688,49.2833719342055,631,8337,499,4307,0.843650393621331,8.37150034719771,14.6286112289688
Engine,Titanium,21,New,Africa,Embraer,CRJ900,Furniture,457,99,7149,462,634,159,2240,173,52.8364193345466,7.85290790653936,3.0524930493438,0.120670871905071,76.8395041894651,81.8767649316744,358,6687,475,2067,4.80041485719555,12.0670871905071,76.8395041894651
Fuselage,Aluminum,42,New,Europe,Airbus,737,Aircraft Maintenance,305,75,1941,240,690,184,2603,377,69.9705119543794,2.60316763957173,2.37403463216581,0.427834142559131,74.2033069650879,24.2272197244597,230,1701,506,2226,0.229133007405922,42.7834142559131,74.2033069650879
Fuselage,Steel,6,Used,Europe,Embraer,737,Furniture,899,148,7851,208,369,149,3771,463,59.8849090729457,4.92574389160894,1.89525560003079,0.198309628962124,89.078402767715,54.7952502301466,751,7643,220,3308,3.03048829157815,19.8309628962124,89.078402767715
Engine,Titanium,35,New,Africa,Airbus,G650,Automotive Components,285,134,5228,257,776,187,2891,147,86.7951480828127,9.3896871174428,3.51031318552241,0.525617966810232,57.7879628291495,15.9696154400903,151,4971,589,2744,5.87937393192038,52.5617966810232,57.7879628291495
Landing Gear,Titanium,42,New,Australia,Bombardier,E175,Art Installations,341,128,4744,573,436,91,4886,108,93.5374022537087,4.7178599634442,3.62730144957693,0.0662409560868589,27.6029774795837,20.4574392063175,213,4171,345,4778,1.09055851386727,6.62409560868589,27.6029774795837
Fuselage,Titanium,48,New,Europe,Gulfstream,G650,Art Installations,949,167,3010,407,393,185,4543,413,77.1706203630857,2.2624034919081,4.33337537199661,0.612256560715208,48.1640425153723,77.2611788880293,782,2603,208,4130,-2.0709718800885,61.2256560715208,48.1640425153723
Wing,Titanium,12,New,Asia,Airbus,G650,Aircraft Maintenance,681,40,7236,892,806,148,4576,163,54.9553506432764,9.68235016673923,2.66227906248706,0.979484512200382,2.74090757257888,15.0594803847717,641,6344,658,4413,7.02007110425217,97.9484512200382,2.74090757257888
Engine,Composite,5,Used,Europe,Gulfstream,A320,Building Materials,786,90,5711,273,611,22,4993,489,78.0848417409701,4.17110495661934,3.16025058200919,0.250615236738687,41.5414341264965,3.54223977238563,696,5438,589,4504,1.01085437461014,25.0615236738687,41.5414341264965
Engine,Titanium,10,New,Asia,Cessna,CRJ900,Art Installations,478,74,8877,662,495,45,798,247,86.290867856115,5.71947247383064,3.81887760736519,0.933461941126083,83.8354490847649,72.6514937672682,404,8215,450,551,1.90059486646545,93.3461941126083,83.8354490847649
Landing Gear,Steel,41,Used,Asia,Gulfstream,E175,Furniture,957,91,2320,858,962,88,4708,246,60.9607724440273,5.38577850657619,1.25159052827432,0.136184536463273,31.0574436953052,83.6811363898907,866,1462,874,4462,4.13418797830187,13.6184536463273,31.0574436953052
Fuselage,Steel,2,Used,Africa,Boeing,CRJ900,Furniture,279,158,8940,783,382,70,2779,247,64.0843675258791,5.46138706934121,2.72039410215571,0.490150964141516,77.9302561580538,53.9747986971209,121,8157,312,2532,2.74099296718549,49.0150964141516,77.9302561580538
Wing,Aluminum,1,Used,South America,Boeing,A320,Furniture,622,97,4750,748,938,148,4494,145,56.9506927394473,1.79806714852952,1.6303221421131,0.206248726139625,58.3470450717222,11.9725287258191,525,4002,790,4349,0.167745006416416,20.6248726139625,58.3470450717222
Landing Gear,Composite,32,Used,Europe,Gulfstream,G650,Automotive Components,545,75,5606,955,569,156,552,131,67.9618330788364,4.96046263524226,1.16370335676741,0.229373199843058,57.656233057936,57.1829487524741,470,4651,413,421,3.79675927847485,22.9373199843058,57.656233057936
Fuselage,Steel,5,New,South America,Gulfstream,Citation X,Aircraft Maintenance,563,195,2332,988,837,179,3386,444,72.7774013550914,2.21246316866412,3.03273353410673,0.147755756077688,54.9327031456545,22.8762160252052,368,1344,658,2942,-0.82027036544261,14.7755756077688,54.9327031456545
Landing Gear,Aluminum,2,New,Asia,Boeing,G650,Aircraft Maintenance,957,194,1259,762,484,147,3733,390,71.1042811269929,6.16717988864177,1.96693323244031,0.923077681479442,50.224718513203,66.8096804400961,763,497,337,3343,4.20024665620145,92.3077681479442,50.224718513203
Wing,Aluminum,26,Used,Africa,Cessna,CRJ900,Aircraft Maintenance,760,144,1477,849,155,104,4586,475,91.5144095832984,2.18108963530851,3.90385161614233,0.000615571957551353,10.5664356324639,39.3414013192319,616,628,51,4111,-1.72276198083382,0.0615571957551353,10.5664356324639
Engine,Composite,5,New,Europe,Boeing,CRJ900,Building Materials,917,47,8280,738,453,144,4876,229,55.6614397784102,3.35154876699014,4.05291753123971,0.453303391504117,37.4634530745592,32.1977130189838,870,7542,309,4647,-0.701368764249571,45.3303391504117,37.4634530745592
Avionics,Steel,13,Used,South America,Gulfstream,CRJ900,Art Installations,364,53,3392,449,932,100,2656,197,88.4846815072007,2.30800079779239,4.74769490784883,0.0846248110101111,31.3623357692634,6.27561337762425,311,2943,832,2459,-2.43969411005644,8.46248110101111,31.3623357692634
